species,genus,family,order,year,month,day,decimalLatitude,decimalLongitude,locality,individualCount,basisOfRecord,datasetName,institutionCode,source,quality_grade,photo_url
Scolopax rusticola,Scolopax,Scolopacidae,Charadriiformes,2025,1,6,22.566608,114.08288,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,1,4,22.523025,113.994006,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,1,5,22.455513,114.014884,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Hypsipetes leucocephalus,Hypsipetes,Pycnonotidae,Passeriformes,2025,1,5,22.674238,113.849304,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,1,7,22.450437,114.049595,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2025,1,7,22.681064,113.853686,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,1,1,22.45803,114.046165,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,1,1,22.505242,114.06006,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,1,1,22.519629,113.990461,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Pluvialis fulva,Pluvialis,Charadriidae,Charadriiformes,2025,1,5,22.501538,113.948982,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,1,5,22.501538,113.948982,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2025,1,4,22.506537,113.95348,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Gallinago gallinago,Gallinago,Scolopacidae,Charadriiformes,2025,1,5,22.504691,114.110412,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,1,6,22.529405,114.101482,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,1,7,22.680977,113.853598,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,1,5,22.497923,113.947195,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,1,4,22.523061,113.994253,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2025,1,1,22.637591,114.245536,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2025,1,1,22.636882,114.246656,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Emberiza buchanani,Emberiza,Emberizidae,Passeriformes,2025,1,4,22.509922,114.113674,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Garrulax pectoralis,Garrulax,Leiothrichidae,Passeriformes,2025,1,5,22.573808,114.005047,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Aethopyga christinae,Aethopyga,Nectariniidae,Passeriformes,2025,1,5,22.678677,113.851328,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,1,5,22.497923,113.947195,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Spatula clypeata,Spatula,Anatidae,Anseriformes,2025,1,1,22.45962,114.045645,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2025,1,6,22.520836,114.11477,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Aquila heliaca,Aquila,Accipitridae,Accipitriformes,2025,1,1,22.489767,114.071866,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,1,5,22.504691,114.110412,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Lanius schach,Lanius,Laniidae,Passeriformes,2025,1,5,22.497923,113.947195,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Podiceps cristatus,Podiceps,Podicipedidae,Podicipediformes,2025,1,5,22.488639,113.939221,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,1,1,22.505103,114.111222,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,1,6,22.565287,114.072589,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Tringa ochropus,Tringa,Scolopacidae,Charadriiformes,2025,1,4,22.587295,113.961096,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,1,1,22.515864,113.945356,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Anas crecca,Anas,Anatidae,Anseriformes,2025,1,5,22.505025,114.109157,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Turdus cardis,Turdus,Turdidae,Passeriformes,2025,1,1,22.63633,114.246571,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,1,6,22.685808,113.847144,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2025,1,4,22.504691,114.110412,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,1,6,22.563054,114.07928,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Culicicapa ceylonensis,Culicicapa,Stenostiridae,Passeriformes,2025,1,5,22.681272,113.853755,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Anthus hodgsoni,Anthus,Motacillidae,Passeriformes,2025,1,3,22.557934,114.278891,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,1,4,22.523025,113.994006,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2025,1,4,22.507038,114.108995,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Larvivora sibilans,Larvivora,Muscicapidae,Passeriformes,2025,1,1,22.635448,114.246985,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,1,1,22.566841,114.080408,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2025,1,5,22.504691,114.110412,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Ceryle rudis,Ceryle,Alcedinidae,Coraciiformes,2025,1,6,22.523304,114.113561,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,1,3,22.522319,113.950759,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Corvus torquatus,Corvus,Corvidae,Passeriformes,2025,1,4,22.463448,114.074161,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Elanus caeruleus,Elanus,Accipitridae,Accipitriformes,2025,1,1,22.492597,114.044872,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2025,1,6,22.558411,114.076204,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2025,1,4,22.504691,114.110412,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Ciconia boyciana,Ciconia,Ciconiidae,Ciconiiformes,2025,1,4,22.516462,113.851277,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,1,5,22.505543,114.109221,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Phylloscopus fuscatus,Phylloscopus,Phylloscopidae,Passeriformes,2025,1,6,22.685808,113.847144,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,1,5,22.501538,113.948982,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Lanius schach,Lanius,Laniidae,Passeriformes,2025,1,5,22.509357,114.11335,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,1,6,22.560499,114.077739,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Ceryle rudis,Ceryle,Alcedinidae,Coraciiformes,2025,1,7,22.469925,114.030802,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2025,1,6,22.52298,114.092286,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Turdus cardis,Turdus,Turdidae,Passeriformes,2025,1,1,22.635942,114.247542,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Dicaeum cruentatum,Dicaeum,Dicaeidae,Passeriformes,2025,1,4,22.580111,113.958727,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,1,4,22.500167,114.138538,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Eophona migratoria,Eophona,Fringillidae,Passeriformes,2025,1,5,22.455513,114.014884,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Zoothera aurea,Zoothera,Turdidae,Passeriformes,2025,1,3,22.654028,113.972306,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Scolopax rusticola,Scolopax,Scolopacidae,Charadriiformes,2025,1,4,22.567164,114.08283,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Spodiopsar sericeus,Spodiopsar,Sturnidae,Passeriformes,2025,1,4,22.580704,113.956543,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,1,5,22.455513,114.014884,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2025,1,4,22.509539,114.113806,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,1,5,22.504527,114.109082,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,1,7,22.45297,114.047977,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Scolopax rusticola,Scolopax,Scolopacidae,Charadriiformes,2025,1,6,22.566886,114.083835,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2025,1,5,22.681088,113.854502,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,1,5,22.509357,114.11335,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,1,7,22.505468,114.110276,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,1,5,22.455513,114.014884,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2025,1,6,22.558411,114.076204,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Myophonus caeruleus,Myophonus,Muscicapidae,Passeriformes,2025,1,1,22.54286,114.05956,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,1,6,22.559159,114.077108,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,1,4,22.504691,114.110412,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2025,1,4,22.462242,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Numenius phaeopus,Numenius,Scolopacidae,Charadriiformes,2025,1,1,22.519498,113.991274,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Delichon dasypus,Delichon,Hirundinidae,Passeriformes,2025,1,3,22.495012,114.069613,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Garrulax chinensis,Garrulax,Leiothrichidae,Passeriformes,2025,1,1,22.636981,114.24632,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,1,6,22.520402,114.114933,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,1,6,22.518971,113.980779,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Anas crecca,Anas,Anatidae,Anseriformes,2025,1,4,22.498136,114.055293,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Tarsiger cyanurus,Tarsiger,Muscicapidae,Passeriformes,2025,1,1,22.636286,114.247155,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2025,1,5,22.680798,113.854572,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,1,4,22.462242,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Pluvialis squatarola,Pluvialis,Charadriidae,Charadriiformes,2025,1,5,22.501538,113.948982,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2025,1,4,22.505681,114.107979,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Urosphena squameiceps,Urosphena,Cettiidae,Passeriformes,2025,1,1,22.635896,114.246867,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Turdus pallidus,Turdus,Turdidae,Passeriformes,2025,1,5,22.497923,113.947195,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,1,5,22.504691,114.110412,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,1,3,22.551866,114.377743,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2025,1,4,22.462242,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Hemixos castanonotus,Hemixos,Pycnonotidae,Passeriformes,2025,1,5,22.573779,113.98671,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Corvus torquatus,Corvus,Corvidae,Passeriformes,2025,1,6,22.518642,114.115051,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2025,1,6,22.56648,114.07976,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Picumnus innominatus,Picumnus,Picidae,Piciformes,2025,1,1,22.635874,114.246268,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,1,4,22.524833,113.988339,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Hirundo rustica,Hirundo,Hirundinidae,Passeriformes,2025,1,4,22.504691,114.110412,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2025,1,5,22.501538,113.948982,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Phoenicurus auroreus,Phoenicurus,Muscicapidae,Passeriformes,2025,1,7,22.681002,113.853718,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2025,1,5,22.573779,113.98671,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Turdus cardis,Turdus,Turdidae,Passeriformes,2025,1,6,22.569349,114.077882,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2025,1,6,22.517865,114.083744,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2025,1,6,22.685808,113.847144,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2025,1,6,22.518661,113.982907,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,1,5,22.501538,113.948982,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Falco peregrinus,Falco,Falconidae,Falconiformes,2025,1,5,22.509357,114.11335,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Turdus chrysolaus,Turdus,Turdidae,Passeriformes,2025,1,7,22.588315,114.125026,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,1,2,22.468475,113.981048,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,1,5,22.504691,114.110412,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2025,1,5,22.680843,113.854602,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Spodiopsar sericeus,Spodiopsar,Sturnidae,Passeriformes,2025,1,4,22.462242,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,1,6,22.519247,113.985008,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Luscinia calliope,Luscinia,Muscicapidae,Passeriformes,2025,1,6,22.681501,113.852811,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Turdus hortulorum,Turdus,Turdidae,Passeriformes,2025,1,1,22.54286,114.05956,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,1,4,22.522147,113.986161,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,1,5,22.458306,114.325781,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Turdus hortulorum,Turdus,Turdidae,Passeriformes,2025,1,6,22.569349,114.077882,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Culicicapa ceylonensis,Culicicapa,Stenostiridae,Passeriformes,2025,1,7,22.681407,113.852804,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Nycticorax nycticorax,Nycticorax,Ardeidae,Pelecaniformes,2025,1,7,22.460534,114.032588,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2025,1,1,22.636272,114.246641,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Culicicapa ceylonensis,Culicicapa,Stenostiridae,Passeriformes,2025,1,5,22.681619,113.852677,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,1,5,22.504691,114.110412,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,1,6,22.685808,113.847144,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,1,5,22.509357,114.11335,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,
